Function,DLL,Occurence,Family,Associated
OffsetRect,USER32,2,"{'nolabel': 1, 'winfixer': 1}"
InflateRect,USER32,2,"{'nolabel': 1, 'winfixer': 1}"
FrameRect,USER32,1,{'nolabel': 1}
PostMessageA,USER32,4,"{'nolabel': 2, 'winfixer': 1, 'banload': 1}",Spying
LoadIconA,USER32,4,"{'nolabel': 2, 'winfixer': 1, 'banload': 1}"
LineTo,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
MoveToEx,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
CreateSolidBrush,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
GetViewportExtEx,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
GetWindowExtEx,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
SetViewportOrgEx,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
OffsetViewportOrgEx,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
SetViewportExtEx,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
ScaleViewportExtEx,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
SetWindowOrgEx,GDI32,1,{'nolabel': 1}
SetWindowExtEx,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
ExtSelectClipRgn,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
CreateRectRgnIndirect,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
GetMapMode,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
GetBkColor,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
GetTextColor,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
GetRgnBox,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
SetMapMode,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
GetClipBox,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
SetBkMode,GDI32,3,"{'nolabel': 2, 'winfixer': 1}"
RestoreDC,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
SaveDC,GDI32,2,"{'nolabel': 1, 'winfixer': 1}"
CombineRgn,GDI32,3,"{'nolabel': 2, 'winfixer': 1}"
